date,group,cockroach_id,video,experiment_type,left_stimulus,right_stimulus,error,time_right_s,percent_right_s,time_top_ns,percent_top_ns,time_bottom_ns,percent_bottom_ns,time_left_s,percent_left_s,preferred_quadrant,preferred_stimulus_or_quadrant,PI_stimulus,PI_shelter_total,PI_left_right,PI_top_bottom,total_frames,valid_frames,valid_time,tracking_efficiency,tracking_point
20250822,Group3,c02,Basler_c02_acA2040-90um (24827095)_20250822_163928413DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Nothing,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250822,Group3,c03,Basler_c03_acA2040-90um (24827095)_20250822_181742703DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Feces,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250822,Group3,c04,Basler_c04_acA2040-90um (24827095)_20250822_155841174DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Feces,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
20250824,Group4,c00,Basler_c00_acA2040-90um (24827095)_20250824_154602386DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,130.0,30.73286052009456,73.5,17.375886524822697,80.0,18.912529550827422,221.0,52.24586288416076,left_s,Nothing,0.25925925925925924,0.466903073286052,0.25925925925925924,-0.04234527687296417,1201,846,423.0,70.4412989175687,body_end
20250823,Group4,c01,Basler_c01_acA2040-90um (24827095)_20250823_184410043DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,188.0,34.97674418604651,119.5,22.232558139534884,134.0,24.930232558139533,182.0,33.86046511627907,right_s,Feces,-0.016216216216216217,0.21674418604651163,-0.016216216216216217,-0.05719921104536489,1201,1075,537.5,89.50874271440466,body_end
20250823,Group4,c02,Basler_c02_acA2040-90um (24827095)_20250823_180919059DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Nothing,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250824,Group4,c03,Basler_c03_acA2040-90um (24827095)_20250824_161014042DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Feces,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250824,Group4,c04,Basler_c04_acA2040-90um (24827095)_20250824_162816232DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Feces,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
20250827,Group5,c00,Basler_c00_acA2040-90um (24827095)_20250827_160321006DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,,130.0,30.73286052009456,73.5,17.375886524822697,80.0,18.912529550827422,221.0,52.24586288416076,left_s,Feces,0.25925925925925924,0.466903073286052,0.25925925925925924,-0.04234527687296417,1201,846,423.0,70.4412989175687,body_end
20250827,Group5,c01,Basler_c01_acA2040-90um (24827095)_20250827_134742816DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,,188.0,34.97674418604651,119.5,22.232558139534884,134.0,24.930232558139533,182.0,33.86046511627907,right_s,Feces,-0.016216216216216217,0.21674418604651163,-0.016216216216216217,-0.05719921104536489,1201,1075,537.5,89.50874271440466,body_end
20250827,Group5,c02,Basler_c02_acA2040-90um (24827095)_20250827_140613973DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Iso,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250827,Group5,c03,Basler_c03_acA2040-90um (24827095)_20250827_154825174DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Iso,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250827,Group5,c04,Basler_c04_acA2040-90um (24827095)_20250827_144110654DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Iso,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
20250826,Group6,c00,Basler_c00_acA2040-90um (24827095)_20250826_160636162DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,,130.0,30.73286052009456,73.5,17.375886524822697,80.0,18.912529550827422,221.0,52.24586288416076,left_s,Feces,0.25925925925925924,0.466903073286052,0.25925925925925924,-0.04234527687296417,1201,846,423.0,70.4412989175687,body_end
20250826,Group6,c01,Basler_c01_acA2040-90um (24827095)_20250826_162921462DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,,188.0,34.97674418604651,119.5,22.232558139534884,134.0,24.930232558139533,182.0,33.86046511627907,right_s,Feces,-0.016216216216216217,0.21674418604651163,-0.016216216216216217,-0.05719921104536489,1201,1075,537.5,89.50874271440466,body_end
20250826,Group6,c02,Basler_c02_acA2040-90um (24827095)_20250826_165025681DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Iso,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250826,Group6,c03,Basler_c03_acA2040-90um (24827095)_20250826_141354344DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Iso,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250826,Group6,c04,Basler_c04_acA2040-90um (24827095)_20250826_144359069DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Feces,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
20250829,Group7,c00,Basler_c00_acA2040-90um (24827095)_20250829_125126265DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,,130.0,30.73286052009456,73.5,17.375886524822697,80.0,18.912529550827422,221.0,52.24586288416076,left_s,Nothing,0.25925925925925924,0.466903073286052,0.25925925925925924,-0.04234527687296417,1201,846,423.0,70.4412989175687,body_end
20250829,Group7,c01,Basler_c01_acA2040-90um (24827095)_20250829_115401362DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,,188.0,34.97674418604651,119.5,22.232558139534884,134.0,24.930232558139533,182.0,33.86046511627907,right_s,Nothing,-0.016216216216216217,0.21674418604651163,-0.016216216216216217,-0.05719921104536489,1201,1075,537.5,89.50874271440466,body_end
20250829,Group7,c02,Basler_c02_acA2040-90um (24827095)_20250829_123306184DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Nothing,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250829,Group7,c03,Basler_c03_acA2040-90um (24827095)_20250829_121529352DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Nothing,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250829,Group7,c04,Basler_c04_acA2040-90um (24827095)_20250829_113153034DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Nothing,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
20250828,Group8,c00,Basler_c00_acA2040-90um (24827095)_20250828_112809766DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,,130.0,30.73286052009456,73.5,17.375886524822697,80.0,18.912529550827422,221.0,52.24586288416076,left_s,Nothing,0.25925925925925924,0.466903073286052,0.25925925925925924,-0.04234527687296417,1201,846,423.0,70.4412989175687,body_end
20250828,Group8,c01,Basler_c01_acA2040-90um (24827095)_20250828_122245978DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,,188.0,34.97674418604651,119.5,22.232558139534884,134.0,24.930232558139533,182.0,33.86046511627907,right_s,Nothing,-0.016216216216216217,0.21674418604651163,-0.016216216216216217,-0.05719921104536489,1201,1075,537.5,89.50874271440466,body_end
20250828,Group8,c02,Basler_c02_acA2040-90um (24827095)_20250828_120211006DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Iso,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250828,Group8,c03,Basler_c03_acA2040-90um (24827095)_20250828_114501142DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Iso,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250828,Group8,c04,Basler_c04_acA2040-90um (24827095)_20250828_124219702DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Nothing,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
20250831,Group9,c00,Basler_c00_acA2040-90um (24827095)_20250831_133735106DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,130.0,30.73286052009456,73.5,17.375886524822697,80.0,18.912529550827422,221.0,52.24586288416076,left_s,Feces,0.25925925925925924,0.466903073286052,0.25925925925925924,-0.04234527687296417,1201,846,423.0,70.4412989175687,body_end
20250831,Group9,c01,Basler_c01_acA2040-90um (24827095)_20250831_141329974DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,188.0,34.97674418604651,119.5,22.232558139534884,134.0,24.930232558139533,182.0,33.86046511627907,right_s,Nothing,-0.016216216216216217,0.21674418604651163,-0.016216216216216217,-0.05719921104536489,1201,1075,537.5,89.50874271440466,body_end
20250831,Group9,c02,Basler_c02_acA2040-90um (24827095)_20250831_131313168DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Feces,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250831,Group9,c03,Basler_c03_acA2040-90um (24827095)_20250831_142908253DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Nothing,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250831,Group9,c04,Basler_c04_acA2040-90um (24827095)_20250831_135712646DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Nothing,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
20250830,Group10,c00,Basler_c00_acA2040-90um (24827095)_20250830_150510999DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,130.0,30.73286052009456,73.5,17.375886524822697,80.0,18.912529550827422,221.0,52.24586288416076,left_s,Feces,0.25925925925925924,0.466903073286052,0.25925925925925924,-0.04234527687296417,1201,846,423.0,70.4412989175687,body_end
20250830,Group10,c01,Basler_c01_acA2040-90um (24827095)_20250830_160029679DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,188.0,34.97674418604651,119.5,22.232558139534884,134.0,24.930232558139533,182.0,33.86046511627907,right_s,Feces,-0.016216216216216217,0.21674418604651163,-0.016216216216216217,-0.05719921104536489,1201,1075,537.5,89.50874271440466,body_end
20250830,Group10,c02,Basler_c02_acA2040-90um (24827095)_20250830_161600473DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,121.5,41.3265306122449,80.0,27.2108843537415,93.5,31.802721088435376,103.0,35.034013605442176,right_s,Feces,-0.08240534521158129,0.17346938775510204,-0.08240534521158129,-0.07780979827089338,1201,588,294.0,48.95920066611158,body_end
20250830,Group10,c03,Basler_c03_acA2040-90um (24827095)_20250830_154112412DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,,15.5,37.80487804878049,8.0,19.51219512195122,7.5,18.29268292682927,19.0,46.34146341463415,left_s,Feces,0.10144927536231885,0.4634146341463415,0.10144927536231885,0.03225806451612903,1201,82,41.0,6.827643630308076,body_end
20250830,Group10,c04,Basler_c04_acA2040-90um (24827095)_20250830_152322462DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,,149.0,34.93552168815944,78.0,18.2883939038687,70.5,16.529894490035172,203.5,47.71395076201641,left_s,Nothing,0.15460992907801419,0.4783118405627198,0.15460992907801419,0.050505050505050504,1201,853,426.5,71.02414654454621,body_end
