date,group,cockroach_id,video,experiment_type,left_stimulus,right_stimulus,time_left_shelter,time_right_shelter,time_open_area,percent_left,percent_right,percent_open,preferred_zone,preferred_stimulus,total_video_time,total_frames,tracking_point,error
20250822,Group3,c03,Basler_c03_acA2040-90um (24827095)_20250822_181742703DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.0,0.5,599.0,0.16652789342214822,0.08326394671107411,99.75020815986679,left_shelter,Feces,600.5,1201,body_end,
20250822,Group3,c04,Basler_c04_acA2040-90um (24827095)_20250822_155841174DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.5,4.0,595.0,0.2497918401332223,0.6661115736885929,99.08409658617818,right_shelter,Nothing,600.5,1044,body_end,
20250824,Group4,c00,Basler_c00_acA2040-90um (24827095)_20250824_154602386DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,1.0,599.5,0.0,0.16652789342214822,99.83347210657784,right_shelter,Feces,600.5,1201,body_end,
20250823,Group4,c01,Basler_c01_acA2040-90um (24827095)_20250823_184410043DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Feces,600.5,1201,body_end,
20250823,Group4,c02,Basler_c02_acA2040-90um (24827095)_20250823_180919059DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,0.0,1.5,599.0,0.0,0.2497918401332223,99.75020815986679,right_shelter,Nothing,600.5,1201,body_end,
20250824,Group4,c03,Basler_c03_acA2040-90um (24827095)_20250824_161014042DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
20250824,Group4,c04,Basler_c04_acA2040-90um (24827095)_20250824_162816232DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.0,2.5,597.0,0.16652789342214822,0.4163197335553705,99.41715237302247,right_shelter,Nothing,600.5,1201,body_end,
20250827,Group5,c00,Basler_c00_acA2040-90um (24827095)_20250827_160321006DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,14.0,6.0,580.5,2.3313905079100747,0.9991673605328892,96.66944213155703,left_shelter,Feces,600.5,1201,body_end,
20250827,Group5,c01,Basler_c01_acA2040-90um (24827095)_20250827_134742816DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,1.0,1.0,598.5,0.16652789342214822,0.16652789342214822,99.6669442131557,open_area,open_area,600.5,1201,body_end,
20250827,Group5,c02,Basler_c02_acA2040-90um (24827095)_20250827_140613973DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,1.5,3.0,596.0,0.2497918401332223,0.4995836802664446,99.25062447960033,right_shelter,Iso,600.5,1201,body_end,
20250827,Group5,c03,Basler_c03_acA2040-90um (24827095)_20250827_154825174DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
20250827,Group5,c04,Basler_c04_acA2040-90um (24827095)_20250827_144110654DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,1.0,2.0,597.5,0.16652789342214822,0.33305578684429643,99.50041631973356,right_shelter,Feces,600.5,1201,body_end,
20250826,Group6,c00,Basler_c00_acA2040-90um (24827095)_20250826_160636162DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,1.0,0.0,599.5,0.16652789342214822,0.0,99.83347210657784,left_shelter,Feces,600.5,1201,body_end,
20250826,Group6,c01,Basler_c01_acA2040-90um (24827095)_20250826_162921462DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Iso,600.5,1201,body_end,
20250826,Group6,c02,Basler_c02_acA2040-90um (24827095)_20250826_165025681DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Iso,600.5,1201,body_end,
20250826,Group6,c03,Basler_c03_acA2040-90um (24827095)_20250826_141354344DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Feces,600.5,1201,body_end,
20250826,Group6,c04,Basler_c04_acA2040-90um (24827095)_20250826_144359069DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
20250829,Group7,c00,Basler_c00_acA2040-90um (24827095)_20250829_125126265DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,0.0,1.0,599.5,0.0,0.16652789342214822,99.83347210657784,right_shelter,Iso,600.5,1201,body_end,
20250829,Group7,c01,Basler_c01_acA2040-90um (24827095)_20250829_115401362DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
20250829,Group7,c02,Basler_c02_acA2040-90um (24827095)_20250829_123306184DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,3.5,4.0,593.0,0.5828476269775187,0.6661115736885929,98.7510407993339,right_shelter,Nothing,600.5,1201,body_end,
20250829,Group7,c03,Basler_c03_acA2040-90um (24827095)_20250829_121529352DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,2.5,1.0,597.0,0.4163197335553705,0.16652789342214822,99.41715237302247,left_shelter,Nothing,600.5,1201,body_end,
20250829,Group7,c04,Basler_c04_acA2040-90um (24827095)_20250829_113153034DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,10.0,2.5,588.0,1.665278934221482,0.4163197335553705,97.91840133222316,left_shelter,Nothing,600.5,1201,body_end,
20250828,Group8,c00,Basler_c00_acA2040-90um (24827095)_20250828_112809766DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,2.5,7.5,590.5,0.4163197335553705,1.2489592006661114,98.33472106577852,right_shelter,Iso,600.5,1201,body_end,
20250828,Group8,c01,Basler_c01_acA2040-90um (24827095)_20250828_122245978DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,2.5,0.0,598.0,0.4163197335553705,0.0,99.58368026644463,left_shelter,Iso,600.5,1201,body_end,
20250828,Group8,c02,Basler_c02_acA2040-90um (24827095)_20250828_120211006DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
20250828,Group8,c03,Basler_c03_acA2040-90um (24827095)_20250828_114501142DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,0.0,4.5,596.0,0.0,0.7493755203996669,99.25062447960033,right_shelter,Nothing,600.5,1201,body_end,
20250828,Group8,c04,Basler_c04_acA2040-90um (24827095)_20250828_124219702DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,8.5,4.5,587.5,1.4154870940882598,0.7493755203996669,97.83513738551207,left_shelter,Nothing,600.5,1201,body_end,
20250831,Group9,c00,Basler_c00_acA2040-90um (24827095)_20250831_133735106DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
20250831,Group9,c01,Basler_c01_acA2040-90um (24827095)_20250831_141329974DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,0.5,4.5,595.5,0.08326394671107411,0.7493755203996669,99.16736053288926,right_shelter,Nothing,600.5,1201,body_end,
20250831,Group9,c02,Basler_c02_acA2040-90um (24827095)_20250831_131313168DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
20250831,Group9,c03,Basler_c03_acA2040-90um (24827095)_20250831_142908253DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.5,1.5,598.5,0.08326394671107411,0.2497918401332223,99.6669442131557,right_shelter,Feces,600.5,1201,body_end,
20250831,Group9,c04,Basler_c04_acA2040-90um (24827095)_20250831_135712646DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,10.5,0.5,589.5,1.7485428809325563,0.08326394671107411,98.16819317235637,left_shelter,Nothing,600.5,1201,body_end,
20250830,Group10,c00,Basler_c00_acA2040-90um (24827095)_20250830_150510999DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,4.0,2.5,594.0,0.6661115736885929,0.4163197335553705,98.91756869275603,left_shelter,Feces,600.5,1201,body_end,
20250830,Group10,c01,Basler_c01_acA2040-90um (24827095)_20250830_160029679DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,2.5,1.0,597.0,0.4163197335553705,0.16652789342214822,99.41715237302247,left_shelter,Nothing,600.5,1201,body_end,
20250830,Group10,c02,Basler_c02_acA2040-90um (24827095)_20250830_161600473DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,3.0,2.5,595.0,0.4995836802664446,0.4163197335553705,99.08409658617818,left_shelter,Nothing,600.5,1201,body_end,
20250830,Group10,c03,Basler_c03_acA2040-90um (24827095)_20250830_154112412DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.0,2.5,597.0,0.16652789342214822,0.4163197335553705,99.41715237302247,right_shelter,Nothing,600.5,1201,body_end,
20250830,Group10,c04,Basler_c04_acA2040-90um (24827095)_20250830_152322462DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,600.5,1201,body_end,
